#region irank jrank  MPI_call buffer_size ncalls total_time min_time max_time
ipm_noregion 3 2 MPI_Sendrecv 167772160 5 7.2950e-01 1.2819e-01 1.7410e-01
ipm_noregion 7 6 MPI_Sendrecv 167772160 4 6.1753e-01 9.4770e-02 2.0457e-01
ipm_noregion 7 8 MPI_Sendrecv 167772160 4 6.7356e-01 1.1927e-01 2.9992e-01
ipm_noregion 4 3 MPI_Sendrecv 167772160 4 6.6120e-01 1.0211e-01 2.9011e-01
ipm_noregion 4 5 MPI_Sendrecv 167772160 4 7.9960e-01 8.4600e-02 3.2806e-01
ipm_noregion 5 4 MPI_Sendrecv 167772160 4 8.0148e-01 8.4582e-02 3.2807e-01
ipm_noregion 5 6 MPI_Sendrecv 167772160 4 9.1109e-01 1.0904e-01 3.5102e-01
ipm_noregion 0 1 MPI_Sendrecv 167772160 6 1.1545e+00 7.0166e-02 3.2094e-01
ipm_noregion 2 3 MPI_Sendrecv 167772160 5 7.2950e-01 1.2818e-01 1.7408e-01
ipm_noregion 2 1 MPI_Sendrecv 167772160 5 6.0066e-01 6.0226e-02 1.7846e-01
ipm_noregion 5 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 4 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 2 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 0 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 3 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 9 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 7 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 11 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 10 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 8 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 1 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 6 0 MPI_Finalize 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 1 0 MPI_File_open 0 2 2.4772e-01 1.3629e-02 2.3409e-01
ipm_noregion 6 0 MPI_File_open 0 2 3.0505e-01 1.3641e-02 2.9141e-01
ipm_noregion 3 0 MPI_File_open 0 2 3.1889e-01 1.3639e-02 3.0525e-01
ipm_noregion 9 0 MPI_File_open 0 2 1.6035e-02 2.3990e-03 1.3636e-02
ipm_noregion 7 0 MPI_File_open 0 2 3.3165e-02 1.3633e-02 1.9532e-02
ipm_noregion 5 0 MPI_File_open 0 2 3.0344e-01 1.3630e-02 2.8981e-01
ipm_noregion 4 0 MPI_File_open 0 2 3.1851e-01 1.3647e-02 3.0487e-01
ipm_noregion 2 0 MPI_File_open 0 2 2.4762e-01 1.3645e-02 2.3397e-01
ipm_noregion 0 0 MPI_File_open 0 2 2.4650e-01 1.3627e-02 2.3287e-01
ipm_noregion 10 0 MPI_File_open 0 2 1.7281e-02 3.6480e-03 1.3633e-02
ipm_noregion 8 0 MPI_File_open 0 2 3.4985e-02 1.3632e-02 2.1353e-02
ipm_noregion 11 0 MPI_File_open 0 2 1.6955e-02 3.3219e-03 1.3633e-02
ipm_noregion 11 0 MPI_File_read_at 178956628 1 1.7221e-01 1.7221e-01 1.7221e-01
ipm_noregion 10 0 MPI_File_read_at 178956628 1 1.8239e-01 1.8239e-01 1.8239e-01
ipm_noregion 8 0 MPI_File_read_at 178956628 1 1.8456e-01 1.8456e-01 1.8456e-01
ipm_noregion 4 0 MPI_File_read_at 178956628 1 1.8404e-01 1.8404e-01 1.8404e-01
ipm_noregion 5 0 MPI_File_read_at 178956628 1 1.7212e-01 1.7212e-01 1.7212e-01
ipm_noregion 9 0 MPI_File_read_at 178956628 1 1.7227e-01 1.7227e-01 1.7227e-01
ipm_noregion 7 0 MPI_File_read_at 178956628 1 1.7292e-01 1.7292e-01 1.7292e-01
ipm_noregion 6 0 MPI_File_read_at 178956628 1 1.8425e-01 1.8425e-01 1.8425e-01
ipm_noregion 2 0 MPI_File_read_at 178956632 1 1.8401e-01 1.8401e-01 1.8401e-01
ipm_noregion 0 0 MPI_File_read_at 178956632 1 1.8201e-01 1.8201e-01 1.8201e-01
ipm_noregion 1 0 MPI_File_read_at 178956632 1 1.7229e-01 1.7229e-01 1.7229e-01
ipm_noregion 3 0 MPI_File_read_at 178956632 1 1.7043e-01 1.7043e-01 1.7043e-01
ipm_noregion 2 0 MPI_File_close 0 2 5.8413e-04 2.1458e-06 5.8198e-04
ipm_noregion 0 0 MPI_File_close 0 2 2.6031e-03 1.9073e-06 2.6011e-03
ipm_noregion 5 0 MPI_File_close 0 2 1.2493e-02 1.9073e-06 1.2491e-02
ipm_noregion 4 0 MPI_File_close 0 2 5.5718e-04 2.1458e-06 5.5504e-04
ipm_noregion 7 0 MPI_File_close 0 2 1.1696e-02 9.5367e-07 1.1695e-02
ipm_noregion 3 0 MPI_File_close 0 2 1.4466e-02 1.9073e-06 1.4464e-02
ipm_noregion 9 0 MPI_File_close 0 2 1.2345e-02 1.9073e-06 1.2343e-02
ipm_noregion 11 0 MPI_File_close 0 2 1.2443e-02 9.5367e-07 1.2442e-02
ipm_noregion 8 0 MPI_File_close 0 2 4.7922e-05 1.9073e-06 4.6015e-05
ipm_noregion 10 0 MPI_File_close 0 2 2.2230e-03 9.5367e-07 2.2221e-03
ipm_noregion 1 0 MPI_File_close 0 2 1.2329e-02 2.1458e-06 1.2327e-02
ipm_noregion 6 0 MPI_File_close 0 2 3.4785e-04 1.9073e-06 3.4595e-04
ipm_noregion 0 0 MPI_File_write_at 178956632 1 4.0531e-06 4.0531e-06 4.0531e-06
ipm_noregion 2 0 MPI_File_write_at 178956632 1 8.1062e-06 8.1062e-06 8.1062e-06
ipm_noregion 3 0 MPI_File_write_at 178956632 1 8.1062e-06 8.1062e-06 8.1062e-06
ipm_noregion 1 0 MPI_File_write_at 178956632 1 4.0531e-06 4.0531e-06 4.0531e-06
ipm_noregion 5 0 MPI_File_write_at 178956628 1 8.1062e-06 8.1062e-06 8.1062e-06
ipm_noregion 4 0 MPI_File_write_at 178956628 1 5.0068e-06 5.0068e-06 5.0068e-06
ipm_noregion 7 0 MPI_File_write_at 178956628 1 5.0068e-06 5.0068e-06 5.0068e-06
ipm_noregion 6 0 MPI_File_write_at 178956628 1 5.0068e-06 5.0068e-06 5.0068e-06
ipm_noregion 9 0 MPI_File_write_at 178956628 1 5.0068e-06 5.0068e-06 5.0068e-06
ipm_noregion 11 0 MPI_File_write_at 178956628 1 3.8147e-06 3.8147e-06 3.8147e-06
ipm_noregion 10 0 MPI_File_write_at 178956628 1 7.1526e-06 7.1526e-06 7.1526e-06
ipm_noregion 8 0 MPI_File_write_at 178956628 1 5.0068e-06 5.0068e-06 5.0068e-06
ipm_noregion 6 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 1 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 4 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 5 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 0 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 2 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 9 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 3 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 7 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 11 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 10 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 8 0 MPI_Init 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 11 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 8 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 10 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 4 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 5 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 0 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 2 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 9 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 3 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 7 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 6 0 MPI_Comm_size 0 1 0.0000e+00 0.0000e+00 0.0000e+00
ipm_noregion 1 0 MPI_Comm_size 0 1 9.5367e-07 9.5367e-07 9.5367e-07
ipm_noregion 1 0 MPI_Comm_rank 0 1 2.8610e-06 2.8610e-06 2.8610e-06
ipm_noregion 6 0 MPI_Comm_rank 0 1 3.0994e-06 3.0994e-06 3.0994e-06
ipm_noregion 10 0 MPI_Comm_rank 0 1 3.0994e-06 3.0994e-06 3.0994e-06
ipm_noregion 8 0 MPI_Comm_rank 0 1 2.8610e-06 2.8610e-06 2.8610e-06
ipm_noregion 11 0 MPI_Comm_rank 0 1 2.1458e-06 2.1458e-06 2.1458e-06
ipm_noregion 3 0 MPI_Comm_rank 0 1 3.0994e-06 3.0994e-06 3.0994e-06
ipm_noregion 9 0 MPI_Comm_rank 0 1 1.9073e-06 1.9073e-06 1.9073e-06
ipm_noregion 7 0 MPI_Comm_rank 0 1 3.0994e-06 3.0994e-06 3.0994e-06
ipm_noregion 5 0 MPI_Comm_rank 0 1 3.0994e-06 3.0994e-06 3.0994e-06
ipm_noregion 4 0 MPI_Comm_rank 0 1 2.8610e-06 2.8610e-06 2.8610e-06
ipm_noregion 2 0 MPI_Comm_rank 0 1 2.8610e-06 2.8610e-06 2.8610e-06
ipm_noregion 0 0 MPI_Comm_rank 0 1 1.9073e-06 1.9073e-06 1.9073e-06
